Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,6.478687592758217,6.511167475820744,6.446814825464492,6.496293544769287,493729600,0.0,0.0
2010-01-05 00:00:00-05:00,6.514204672404908,6.544256097985542,6.473224755667525,6.507526397705078,601904800,0.0,0.0
2010-01-06 00:00:00-05:00,6.507525397636489,6.533327413363582,6.3973363137288235,6.404014587402344,552160000,0.0,0.0
2010-01-07 00:00:00-05:00,6.42769106468519,6.43528001177239,6.345732057280325,6.392175197601318,477131200,0.0,0.0
2010-01-08 00:00:00-05:00,6.383676794265194,6.4352808304546585,6.346037233061155,6.434673309326172,447610800,0.0,0.0
2010-01-11 00:00:00-05:00,6.459564788218374,6.465635946786967,6.3275203316257675,6.377910137176514,462229600,0.0,0.0
2010-01-12 00:00:00-05:00,6.349981634623606,6.36758839762776,6.265898530321814,6.305359840393066,594459600,0.0,0.0
2010-01-13 00:00:00-05:00,6.3099132603818,6.402799127087016,6.195474380672428,6.394299507141113,605892000,0.0,0.0
2010-01-14 00:00:00-05:00,6.3779102730078865,6.3885343954449025,6.344822863388676,6.357268333435059,432894000,0.0,0.0
2010-01-15 00:00:00-05:00,6.402800024370399,6.42313840351973,6.249203375666472,6.2510247230529785,594067600,0.0,0.0
2010-01-19 00:00:00-05:00,6.323878186623001,6.532114080229541,6.290791585398695,6.527560710906982,730007600,0.0,0.0
2010-01-20 00:00:00-05:00,6.523613017290997,6.543040316827343,6.359392252821865,6.427084445953369,612152800,0.0,0.0
2010-01-21 00:00:00-05:00,6.437708456794184,6.475044860505876,6.289878604939489,6.315983772277832,608154400,0.0,0.0
2010-01-22 00:00:00-05:00,6.276828070197062,6.2986834329015045,5.984812200465066,6.002721309661865,881767600,0.0,0.0
2010-01-25 00:00:00-05:00,6.147210528371959,6.2136876834469,6.076786715229884,6.164209365844727,1065699600,0.0,0.0
2010-01-26 00:00:00-05:00,6.251631549369291,6.487187198421768,6.14933497426939,6.251327991485596,1867110000,0.0,0.0
2010-01-27 00:00:00-05:00,6.278951321927001,6.392175582292472,6.056751801252154,6.310217380523682,1722568400,0.0,0.0
2010-01-28 00:00:00-05:00,6.220669528083135,6.237971515959106,6.031557029506815,6.049466133117676,1173502400,0.0,0.0
2010-01-29 00:00:00-05:00,6.103803081270714,6.137800756871593,5.7750571574457865,5.829999923706055,1245952400,0.0,0.0
2010-02-01 00:00:00-05:00,5.839409888420693,5.949598980263413,5.806930001965342,5.91104793548584,749876400,0.0,0.0
2010-02-02 00:00:00-05:00,5.946868365255857,5.959313836626916,5.870069820690397,5.945350170135498,698342400,0.0,0.0
2010-02-03 00:00:00-05:00,5.9244043628192875,6.0770907596763575,5.901637923302675,6.0476460456848145,615328000,0.0,0.0
2010-02-04 00:00:00-05:00,5.971758190987952,6.021540881107662,5.815126351421341,5.829697132110596,757652000,0.0,0.0
2010-02-05 00:00:00-05:00,5.847303043805063,5.949599641192823,5.793270539303459,5.9332075119018555,850306800,0.0,0.0
2010-02-08 00:00:00-05:00,5.940189658617354,6.0066672274704365,5.88888917645372,5.892531871795654,478270800,0.0,0.0
2010-02-09 00:00:00-05:00,5.96234803830312,5.995131482844194,5.911655081903102,5.955366611480713,632886800,0.0,0.0
2010-02-10 00:00:00-05:00,5.946260478348601,5.967813499447994,5.896782150502095,5.922887325286865,370361600,0.0,0.0
2010-02-11 00:00:00-05:00,5.915601657740736,6.063431129446906,5.8907103124164015,6.030647277832031,550345600,0.0,0.0
2010-02-12 00:00:00-05:00,6.013645554009426,6.1207994269762835,5.934418997596777,6.082551956176758,655468800,0.0,0.0
2010-02-16 00:00:00-05:00,6.12990669697277,6.183028102291238,6.117157673175902,6.174225330352783,543737600,0.0,0.0
2010-02-17 00:00:00-05:00,6.198205535138078,6.201848229129709,6.0971228032911,6.148423671722412,436396800,0.0,0.0
2010-02-18 00:00:00-05:00,6.120497669022003,6.189100947944214,6.098945867405397,6.15995979309082,422825200,0.0,0.0
2010-02-19 00:00:00-05:00,6.127480213429861,6.168155757950156,6.104713369937462,6.1217122077941895,415469600,0.0,0.0
2010-02-22 00:00:00-05:00,6.142050195982493,6.146906716999988,6.046431485838318,6.083767890930176,390563600,0.0,0.0
2010-02-23 00:00:00-05:00,6.071020252258463,6.111392650800615,5.940797128303494,5.981776237487793,575094800,0.0,0.0
2010-02-24 00:00:00-05:00,6.017291549122887,6.114731626318253,6.005452788870358,6.091054916381836,460566400,0.0,0.0
2010-02-25 00:00:00-05:00,5.991489555474554,6.157835251581767,5.976615621892868,6.131730079650879,665126000,0.0,0.0
2010-02-26 00:00:00-05:00,6.1432654328928304,6.227956078304808,6.131730635561828,6.211260795593262,507460800,0.0,0.0
2010-03-01 00:00:00-05:00,6.24556192104457,6.359393723598849,6.236455587588075,6.3439130783081055,550093600,0.0,0.0
2010-03-02 00:00:00-05:00,6.372446071099368,6.3997658810111036,6.30596850192623,6.339663028717041,566546400,0.0,0.0
2010-03-03 00:00:00-05:00,6.342394362426439,6.370624439636207,6.3120393796849665,6.354232311248779,372052800,0.0,0.0
2010-03-04 00:00:00-05:00,6.352714345368934,6.402496217527518,6.33298267749808,6.396121501922607,366041200,0.0,0.0
2010-03-05 00:00:00-05:00,6.524524925937869,6.6690152566413525,6.515114630218731,6.646248817443848,899620400,0.0,0.0
2010-03-08 00:00:00-05:00,6.678426156294327,6.680854214788355,6.625001169023201,6.650196075439453,429889600,0.0,0.0
2010-03-09 00:00:00-05:00,6.62682191443172,6.829897316024853,6.614072886038595,6.769794464111328,920259200,0.0,0.0
2010-03-10 00:00:00-05:00,6.794382678774727,6.844468526940905,6.775258932342647,6.825040817260742,596218000,0.0,0.0
2010-03-11 00:00:00-05:00,6.79681049159525,6.84507417678833,6.778900573448974,6.84507417678833,405700400,0.0,0.0
2010-03-12 00:00:00-05:00,6.901837441018167,6.912765525315025,6.852662682819277,6.878464698791504,416323600,0.0,0.0
2010-03-15 00:00:00-04:00,6.8414320683284995,6.845073952856966,6.685710095204965,6.794685363769531,493502800,0.0,0.0
2010-03-16 00:00:00-04:00,6.805005768967137,6.829289591811485,6.75431281257054,6.813201427459717,446908000,0.0,0.0
2010-03-17 00:00:00-04:00,6.826860738095327,6.873910996789553,6.7773824214829235,6.8031840324401855,450956800,0.0,0.0
2010-03-18 00:00:00-04:00,6.802576903237658,6.829897117466474,6.75734839192935,6.819272994995117,342109600,0.0,0.0
